node,time_s,breaths_per_min,band_power_ratio
1,41.858,9.086,0.625
1,41.911,13.629,0.375
1,41.96,13.629,0.375
1,42.033,13.629,0.375
1,42.08,13.629,0.375
1,42.131,13.629,0.375
1,42.165,13.629,0.375
1,42.236,13.629,0.375
1,42.267,13.629,0.375
1,42.344,13.629,0.375
1,42.369,13.629,0.375
1,42.471,13.629,0.375
1,42.525,13.629,0.375
1,42.574,13.629,0.375
1,42.627,13.629,0.375
1,42.677,13.629,0.375
1,42.73,13.629,0.375
1,42.78,13.629,0.375
1,42.834,13.629,0.375
1,42.886,13.629,0.375
1,42.94,13.629,0.375
1,42.984,13.629,0.375
1,43.087,13.629,0.375
1,43.156,13.629,0.375
1,43.191,13.629,0.375
1,43.292,13.629,0.375
1,43.345,13.629,0.375
1,43.394,13.629,0.375
1,43.479,13.629,0.375
1,43.514,13.629,0.375
1,43.564,13.629,0.375
1,43.599,13.629,0.375
1,43.65,13.629,0.375
1,43.701,13.629,0.375
1,43.806,13.629,0.375
1,43.843,13.629,0.375
1,43.908,13.629,0.375
1,43.922,13.629,0.375
1,43.975,13.629,0.375
1,44.035,13.629,0.625
1,44.104,13.629,0.625
1,44.207,13.629,0.625
1,44.315,13.629,0.625
1,44.368,13.629,0.625
1,44.417,13.629,0.625
1,44.469,13.629,0.625
1,44.52,13.629,0.625
1,44.607,13.629,0.625
1,44.641,13.629,0.625
1,44.691,13.629,0.625
1,44.725,13.629,0.625
1,44.777,13.629,0.625
1,44.827,13.629,0.625
1,44.879,13.629,0.625
1,44.93,13.629,0.625
1,44.982,13.629,0.625
1,45.032,13.629,0.625
1,45.067,13.629,0.625
1,45.118,15.901,0.625
1,45.154,15.901,0.625
1,45.204,15.901,0.625
1,45.237,15.901,0.625
1,45.308,15.901,0.625
1,45.33,15.901,0.625
1,45.357,15.901,0.625
1,45.407,15.901,0.625
1,45.441,15.901,0.625
1,45.493,15.901,0.625
1,45.544,15.901,0.625
1,45.596,15.901,0.625
1,45.647,15.901,0.625
1,45.698,15.901,0.625
1,45.749,15.901,0.625
1,45.801,15.901,0.625
1,45.853,15.901,0.625
1,45.903,15.901,0.625
1,45.954,15.901,0.625
1,46.006,18.172,0.375
1,46.056,18.172,0.375
1,46.11,18.172,0.375
1,46.159,18.172,0.375
1,46.211,18.172,0.375
1,46.26,18.172,0.375
